sales_id,date,customer_id,customer_name,product_id,product_name,qty,unit_price,discount,total,channel_id,channel_name,payment_method,promo_id,promo_name,note
SALES-1034,07/08/2025,CUST-2,Siti Rahayu,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-4,Tokopedia,Transfer,PROM-4,Beli 2 Gratis 1 Donat,
SALES-1035,07/08/2025,CUST-4,Dewi Lestari,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-4,Tokopedia,Transfer,,,
SALES-1036,07/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-3,GrabFood,OVO,,,
SALES-1037,07/08/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-4,Tokopedia,Transfer,PROM-5,Paket Hemat Nasi Kopi,
SALES-1038,07/08/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Transfer,,,
SALES-1039,08/08/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-3,GrabFood,OVO,PROM-4,Beli 2 Gratis 1 Donat,
SALES-1040,08/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-4,Tokopedia,Transfer,,,
SALES-1041,08/08/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Tunai,,,
SALES-1042,08/08/2025,CUST-4,Dewi Lestari,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-2,GoFood,GoPay,PROM-5,Paket Hemat Nasi Kopi,
SALES-1043,08/08/2025,CUST-3,Asep Suteja,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-4,Tokopedia,Transfer,,,
SALES-1044,08/08/2025,CUST-2,Siti Rahayu,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-1,Dine In,Transfer,,,
SALES-1045,09/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-4,Tokopedia,Transfer,,,
SALES-1046,09/08/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-3,GrabFood,OVO,,,
SALES-1047,09/08/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,2,30000,6000,54000,CHAN-1,Dine In,Tunai,PROM-2,Diskon Pelajar,
SALES-1048,09/08/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-2,GoFood,GoPay,PROM-3,Gratis Kopi,
SALES-1049,09/08/2025,CUST-4,Dewi Lestari,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-3,GrabFood,OVO,,,
SALES-1050,09/08/2025,CUST-4,Dewi Lestari,PROD-2,Kopi Hitam,3,15000,6750,38250,CHAN-3,GrabFood,OVO,PROM-1,Promo Merdeka,
SALES-1051,10/08/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-3,GrabFood,OVO,PROM-3,Gratis Kopi,
SALES-1052,10/08/2025,CUST-3,Asep Suteja,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-2,GoFood,GoPay,,,
SALES-1053,10/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,3,22000,0,66000,CHAN-2,GoFood,GoPay,,,
SALES-1054,10/08/2025,CUST-4,Dewi Lestari,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-1,Dine In,Tunai,,,
SALES-1055,10/08/2025,CUST-7,Tika Ramadhani,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-3,GrabFood,OVO,,,
SALES-1056,10/08/2025,CUST-6,Joko Subroto,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-2,GoFood,GoPay,PROM-3,Gratis Kopi,
SALES-1057,10/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-3,GrabFood,OVO,,,
SALES-1058,10/08/2025,CUST-4,Dewi Lestari,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-2,GoFood,GoPay,,,
SALES-1059,11/08/2025,CUST-1,Budi Santoso,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-3,GrabFood,OVO,,,
SALES-1060,11/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-3,GrabFood,OVO,,,
SALES-1061,11/08/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-3,GrabFood,OVO,,,
SALES-1062,11/08/2025,CUST-1,Budi Santoso,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-4,Tokopedia,Transfer,,,
SALES-1063,11/08/2025,CUST-5,Rina Amelia,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-1,Dine In,Tunai,,,
SALES-1064,11/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-1,Dine In,Transfer,,,
SALES-1065,12/08/2025,CUST-5,Rina Amelia,PROD-4,Nasi Ayam Geprek,2,30000,9000,51000,CHAN-1,Dine In,Tunai,PROM-1,Promo Merdeka,
SALES-1066,12/08/2025,CUST-5,Rina Amelia,PROD-2,Kopi Hitam,2,15000,4500,25500,CHAN-4,Tokopedia,Transfer,PROM-1,Promo Merdeka,
SALES-1067,12/08/2025,CUST-3,Asep Suteja,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1068,12/08/2025,CUST-5,Rina Amelia,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-3,GrabFood,OVO,,,
SALES-1069,13/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-1,Dine In,Tunai,,,
SALES-1070,13/08/2025,CUST-3,Asep Suteja,PROD-1,Kopi Susu Gula Aren,3,20000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1071,13/08/2025,CUST-2,Siti Rahayu,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-4,Tokopedia,Transfer,,,
SALES-1072,13/08/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-3,GrabFood,OVO,,,
SALES-1073,13/08/2025,CUST-5,Rina Amelia,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-3,GrabFood,OVO,,,
SALES-1074,13/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-2,GoFood,GoPay,,,
SALES-1075,14/08/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,3,25000,0,75000,CHAN-3,GrabFood,OVO,,,
SALES-1076,14/08/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,3,20000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1077,14/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-3,GrabFood,OVO,,,
SALES-1078,14/08/2025,CUST-4,Dewi Lestari,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-1,Dine In,Tunai,,,
SALES-1079,14/08/2025,CUST-6,Joko Subroto,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-3,GrabFood,OVO,,,
SALES-1080,14/08/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-3,GrabFood,OVO,,,
SALES-1081,14/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-1,Dine In,Tunai,,,
SALES-1082,14/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-3,GrabFood,OVO,,,
SALES-1083,15/08/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-2,GoFood,GoPay,,,
SALES-1084,15/08/2025,CUST-6,Joko Subroto,PROD-2,Kopi Hitam,3,15000,0,45000,CHAN-3,GrabFood,OVO,PROM-6,Diskon Gede,
SALES-1085,15/08/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1086,15/08/2025,CUST-3,Asep Suteja,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-3,GrabFood,OVO,,,
SALES-1087,15/08/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-1,Dine In,Tunai,,,
SALES-1088,15/08/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-3,GrabFood,OVO,,,
SALES-1089,15/08/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-2,GoFood,GoPay,,,
SALES-1090,15/08/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-4,Tokopedia,Transfer,,,
SALES-1091,16/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-2,GoFood,GoPay,,,
SALES-1092,16/08/2025,CUST-7,Tika Ramadhani,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-2,GoFood,GoPay,,,
SALES-1093,16/08/2025,CUST-5,Rina Amelia,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-1,Dine In,Transfer,,,
SALES-1094,16/08/2025,CUST-5,Rina Amelia,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-3,GrabFood,OVO,,,
SALES-1095,17/08/2025,CUST-1,Budi Santoso,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-1,Dine In,Tunai,,,
SALES-1096,17/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-3,GrabFood,OVO,,,
SALES-1097,17/08/2025,CUST-4,Dewi Lestari,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-4,Tokopedia,Transfer,,,
SALES-1098,17/08/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-4,Tokopedia,Transfer,,,
SALES-1099,18/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-4,Tokopedia,Transfer,,,
SALES-1100,18/08/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-2,GoFood,GoPay,,,
SALES-1101,18/08/2025,CUST-5,Rina Amelia,PROD-2,Kopi Hitam,3,15000,0,45000,CHAN-2,GoFood,GoPay,,,
SALES-1102,18/08/2025,CUST-1,Budi Santoso,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-4,Tokopedia,Transfer,,,
SALES-1103,18/08/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Transfer,,,
SALES-1104,19/08/2025,CUST-2,Siti Rahayu,PROD-2,Kopi Hitam,1,15000,0,15000,CHAN-3,GrabFood,OVO,,,
SALES-1105,19/08/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-3,GrabFood,OVO,,,
SALES-1106,19/08/2025,CUST-6,Joko Subroto,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-3,GrabFood,OVO,,,
SALES-1107,19/08/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-2,GoFood,GoPay,,,
SALES-1108,19/08/2025,CUST-7,Tika Ramadhani,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-3,GrabFood,OVO,,,
SALES-1109,19/08/2025,CUST-4,Dewi Lestari,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1110,19/08/2025,CUST-7,Tika Ramadhani,PROD-5,Latte Caramel,4,22000,13200,74800,CHAN-3,GrabFood,OVO,PROM-1,Promo Merdeka,
SALES-1111,20/08/2025,CUST-2,Siti Rahayu,PROD-3,Croissant Cokelat,3,25000,0,75000,CHAN-3,GrabFood,OVO,,,
SALES-1112,20/08/2025,CUST-7,Tika Ramadhani,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-2,GoFood,GoPay,,,
SALES-1113,20/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-3,GrabFood,OVO,,,
SALES-1114,20/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-2,GoFood,GoPay,,,
SALES-1115,20/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,1,20000,2000,18000,CHAN-2,GoFood,GoPay,PROM-2,Diskon Pelajar,
SALES-1116,21/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-1,Dine In,Transfer,PROM-6,Diskon Gede,
SALES-1117,21/08/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-4,Tokopedia,Transfer,,,
SALES-1118,21/08/2025,CUST-6,Joko Subroto,PROD-2,Kopi Hitam,1,15000,0,15000,CHAN-1,Dine In,Tunai,,,
SALES-1119,21/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-2,GoFood,GoPay,,,
SALES-1120,21/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-3,GrabFood,OVO,PROM-6,Diskon Gede,
SALES-1121,21/08/2025,CUST-5,Rina Amelia,PROD-5,Latte Caramel,3,22000,0,66000,CHAN-4,Tokopedia,Transfer,,,
SALES-1122,22/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-3,GrabFood,OVO,PROM-4,Beli 2 Gratis 1 Donat,
SALES-1123,22/08/2025,CUST-7,Tika Ramadhani,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-2,GoFood,GoPay,,,
SALES-1124,22/08/2025,CUST-7,Tika Ramadhani,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-4,Tokopedia,Transfer,PROM-4,Beli 2 Gratis 1 Donat,
SALES-1125,22/08/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-4,Tokopedia,Transfer,,,
SALES-1126,22/08/2025,CUST-3,Asep Suteja,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-3,GrabFood,OVO,,,
SALES-1127,22/08/2025,CUST-1,Budi Santoso,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-4,Tokopedia,Transfer,,,
SALES-1128,23/08/2025,CUST-3,Asep Suteja,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-2,GoFood,GoPay,,,
SALES-1129,23/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-2,GoFood,GoPay,,,
SALES-1130,23/08/2025,CUST-1,Budi Santoso,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-1,Dine In,Tunai,,,
SALES-1131,23/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,3,20000,0,60000,CHAN-1,Dine In,Tunai,PROM-5,Paket Hemat Nasi Kopi,
SALES-1132,23/08/2025,CUST-6,Joko Subroto,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-4,Tokopedia,Transfer,PROM-3,Gratis Kopi,
SALES-1133,24/08/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,3,30000,0,90000,CHAN-1,Dine In,Tunai,,,
SALES-1134,24/08/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-2,GoFood,GoPay,,,
SALES-1135,24/08/2025,CUST-4,Dewi Lestari,PROD-5,Latte Caramel,3,22000,0,66000,CHAN-1,Dine In,Transfer,,,
SALES-1136,24/08/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,3,30000,0,90000,CHAN-2,GoFood,GoPay,,,
SALES-1137,24/08/2025,CUST-2,Siti Rahayu,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1138,25/08/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-4,Tokopedia,Transfer,,,
SALES-1139,25/08/2025,CUST-1,Budi Santoso,PROD-3,Croissant Cokelat,3,25000,0,75000,CHAN-1,Dine In,Transfer,PROM-4,Beli 2 Gratis 1 Donat,-
SALES-1140,25/08/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,3,20000,0,60000,CHAN-2,GoFood,GoPay,PROM-4,Beli 2 Gratis 1 Donat,-
SALES-1141,26/08/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-1,Dine In,Transfer,,,
SALES-1142,26/08/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Transfer,,,
SALES-1143,26/08/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-2,GoFood,GoPay,,,
SALES-1144,26/08/2025,CUST-6,Joko Subroto,PROD-2,Kopi Hitam,3,15000,0,45000,CHAN-3,GrabFood,OVO,,,
SALES-1145,26/08/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-2,GoFood,GoPay,,,
SALES-1146,27/08/2025,CUST-7,Tika Ramadhani,PROD-2,Kopi Hitam,1,15000,0,15000,CHAN-4,Tokopedia,Transfer,PROM-5,Paket Hemat Nasi Kopi,-
SALES-1147,27/08/2025,CUST-6,Joko Subroto,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-3,GrabFood,OVO,,,
SALES-1148,27/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,3,22000,0,66000,CHAN-3,GrabFood,OVO,,,
SALES-1149,27/08/2025,CUST-7,Tika Ramadhani,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-3,GrabFood,OVO,,,
SALES-1150,27/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-4,Tokopedia,Transfer,,,
SALES-1151,27/08/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,PROM-5,Paket Hemat Nasi Kopi,-
SALES-1152,27/08/2025,CUST-4,Dewi Lestari,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-2,GoFood,GoPay,,,
SALES-1153,28/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-2,GoFood,GoPay,PROM-5,Paket Hemat Nasi Kopi,-
SALES-1154,28/08/2025,CUST-4,Dewi Lestari,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-4,Tokopedia,Transfer,,,
SALES-1155,28/08/2025,CUST-4,Dewi Lestari,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-1,Dine In,Tunai,,,
SALES-1156,28/08/2025,CUST-5,Rina Amelia,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1157,28/08/2025,CUST-2,Siti Rahayu,PROD-3,Croissant Cokelat,3,25000,0,75000,CHAN-4,Tokopedia,Transfer,,,
SALES-1158,28/08/2025,CUST-1,Budi Santoso,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-1,Dine In,Tunai,,,
SALES-1159,29/08/2025,CUST-4,Dewi Lestari,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-4,Tokopedia,Transfer,,,
SALES-1160,29/08/2025,CUST-4,Dewi Lestari,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-1,Dine In,Transfer,PROM-6,Diskon Gede,-
SALES-1161,29/08/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-1,Dine In,Transfer,,,
SALES-1162,29/08/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-1,Dine In,Tunai,,,
SALES-1163,29/08/2025,CUST-5,Rina Amelia,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-1,Dine In,Transfer,,,
SALES-1164,30/08/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-2,GoFood,GoPay,,,
SALES-1165,30/08/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,1,30000,4500,25500,CHAN-1,Dine In,Transfer,PROM-1,Promo Merdeka,-
SALES-1166,30/08/2025,CUST-3,Asep Suteja,PROD-2,Kopi Hitam,1,15000,0,15000,CHAN-2,GoFood,GoPay,,,
SALES-1167,30/08/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1168,30/08/2025,CUST-3,Asep Suteja,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-1,Dine In,Transfer,PROM-5,Paket Hemat Nasi Kopi,-
SALES-1169,30/08/2025,CUST-2,Siti Rahayu,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-1,Dine In,Tunai,,,
SALES-1170,31/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-3,GrabFood,OVO,,,
SALES-1171,31/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-1,Dine In,Tunai,,,
SALES-1172,31/08/2025,CUST-5,Rina Amelia,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-2,GoFood,GoPay,,,
SALES-1173,31/08/2025,CUST-5,Rina Amelia,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-3,GrabFood,OVO,,,
SALES-1174,31/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-3,GrabFood,OVO,,,
SALES-1175,31/08/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-3,GrabFood,OVO,,,
SALES-1000,01/09/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-2,GoFood,GoPay,,,
SALES-1001,01/09/2025,CUST-6,Joko Subroto,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-3,GrabFood,OVO,,,
SALES-1002,01/09/2025,CUST-5,Rina Amelia,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-3,GrabFood,OVO,,,
SALES-1003,01/09/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Tunai,PROM-6,Diskon Gede,-
SALES-1004,01/09/2025,CUST-4,Dewi Lestari,PROD-5,Latte Caramel,3,22000,0,66000,CHAN-2,GoFood,GoPay,,,
SALES-1005,02/09/2025,CUST-6,Joko Subroto,PROD-1,Kopi Susu Gula Aren,3,20000,0,60000,CHAN-3,GrabFood,OVO,PROM-3,Gratis Kopi,-
SALES-1006,02/09/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-3,GrabFood,OVO,,,
SALES-1007,02/09/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1008,02/09/2025,CUST-5,Rina Amelia,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-3,GrabFood,OVO,PROM-6,Diskon Gede,-
SALES-1009,02/09/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1010,03/09/2025,CUST-4,Dewi Lestari,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-1,Dine In,Transfer,,,
SALES-1011,03/09/2025,CUST-1,Budi Santoso,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-3,GrabFood,OVO,,,
SALES-1012,03/09/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-4,Tokopedia,Transfer,,,
SALES-1013,03/09/2025,CUST-5,Rina Amelia,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-4,Tokopedia,Transfer,,,
SALES-1014,03/09/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,3,30000,0,90000,CHAN-2,GoFood,GoPay,,,
SALES-1015,03/09/2025,CUST-3,Asep Suteja,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-2,GoFood,GoPay,,,
SALES-1016,03/09/2025,CUST-5,Rina Amelia,PROD-2,Kopi Hitam,2,15000,3000,27000,CHAN-2,GoFood,GoPay,PROM-2,Diskon Pelajar,-
SALES-1017,04/09/2025,CUST-3,Asep Suteja,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-4,Tokopedia,Transfer,,,
SALES-1018,04/09/2025,CUST-1,Budi Santoso,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-1,Dine In,Transfer,,,
SALES-1019,04/09/2025,CUST-5,Rina Amelia,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-3,GrabFood,OVO,,,
SALES-1020,04/09/2025,CUST-3,Asep Suteja,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-2,GoFood,GoPay,,,
SALES-1021,04/09/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-2,GoFood,GoPay,,,
SALES-1022,04/09/2025,CUST-4,Dewi Lestari,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-2,GoFood,GoPay,,,
SALES-1023,05/09/2025,CUST-6,Joko Subroto,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-2,GoFood,GoPay,,,
SALES-1024,05/09/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,4,12000,7200,40800,CHAN-1,Dine In,Tunai,PROM-1,Promo Merdeka,-
SALES-1025,05/09/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1026,05/09/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-2,GoFood,GoPay,,,
SALES-1027,05/09/2025,CUST-7,Tika Ramadhani,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-4,Tokopedia,Transfer,,,
SALES-1028,05/09/2025,CUST-5,Rina Amelia,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1029,05/09/2025,CUST-1,Budi Santoso,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-1,Dine In,Transfer,PROM-6,Diskon Gede,-
SALES-1030,06/09/2025,CUST-2,Siti Rahayu,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-3,GrabFood,OVO,,,
SALES-1031,06/09/2025,CUST-5,Rina Amelia,PROD-5,Latte Caramel,3,22000,0,66000,CHAN-2,GoFood,GoPay,,,
SALES-1032,06/09/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1033,06/09/2025,CUST-1,Budi Santoso,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-4,Tokopedia,Transfer,,,
SALES-1034,06/09/2025,CUST-1,Budi Santoso,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-4,Tokopedia,Transfer,,,
